0,9
1,2
2,0
3,9
4,0
5,0
6,0
7,9
8,7
9,2
10,4
11,0
12,2
13,2
14,6
15,5
16,9
17,9
18,9
19,0
20,9
21,4
22,0
23,2
24,5
25,9
26,0
27,6
28,0
29,4
30,0
31,0
32,9
33,4
34,2
35,0
36,5
37,0
38,0
39,4
40,9
41,2
42,9
43,0
44,6
45,2
46,0
47,2
48,9
49,4
50,0
51,9
52,5
53,2
54,2
55,2
56,4
57,8
58,2
59,9
60,0
61,9
62,2
63,8
64,9
65,0
66,9
67,9
68,6
69,4
70,8
71,9
72,4
73,0
74,0
75,0
76,6
77,4
78,0
79,2
80,6
81,0
82,9
83,0
84,0
85,7
86,5
87,8
88,0
89,4
90,2
91,0
92,3
93,7
94,0
95,9
96,9
97,0
98,2
99,6
100,5
101,6
102,0
103,9
104,5
105,0
106,5
107,4
108,8
109,2
110,2
111,7
112,0
113,7
114,4
115,2
116,4
117,2
118,0
119,8
120,0
121,8
122,0
123,8
124,9
125,2
126,5
127,4
128,0
129,4
130,5
131,0
132,6
133,8
134,5
135,2
136,4
137,4
138,3
139,0
140,5
141,6
142,6
143,0
144,8
145,3
146,6
147,2
148,2
149,9
150,0
151,4
152,9
153,2
154,0
155,9
156,7
157,0
158,0
159,0
160,4
161,2
162,0
163,0
164,6
165,2
166,4
167,5
168,4
169,9
170,2
171,7
172,0
173,0
174,0
175,0
176,2
177,5
178,5
179,6
180,6
181,2
182,0
183,5
184,9
185,9
186,9
187,4
188,8
189,8
190,7
191,0
192,8
193,2
194,2
195,9
196,2
197,4
198,0
199,5
200,0
201,0
202,9
203,5
204,3
205,5
206,4
207,5
208,0
209,7
210,4
211,4
212,2
213,0
214,0
215,8
216,2
217,5
218,8
219,5
220,6
221,4
222,8
223,0
224,0
225,3
226,9
227,3
228,0
229,0
230,6
231,4
232,6
233,0
234,9
235,4
236,7
237,9
238,9
239,2
240,0
241,2
242,3
243,0
244,9
245,9
246,9
247,0
248,2
249,0
250,0
251,2
252,6
253,2
254,4
255,0
256,4
257,0
258,6
259,5
260,9
261,4
262,7
263,0
264,9
265,4
266,0
267,2
268,4
269,5
270,2
271,4
272,0
273,7
274,0
275,2
276,4
277,0
278,0
279,8
280,0
281,8
282,0
283,9
284,9
285,6
286,8
287,4
288,6
289,3
290,4
291,9
292,0
293,2
294,0
295,0
296,5
297,0
298,9
299,0
300,0
301,8
302,4
303,0
304,2
305,9
306,0
307,6
308,0
309,7
310,2
311,0
312,8
313,4
314,9
315,9
316,0
317,0
318,8
319,8
320,0
321,8
322,9
323,9
324,7
325,3
326,5
327,0
328,9
329,0
330,8
331,2
332,0
333,4
334,0
335,5
336,9
337,8
338,5
339,4
340,9
341,4
342,8
343,8
344,9
345,0
346,6
347,0
348,9
349,8
350,0
351,8
352,0
353,0
354,4
355,0
356,2
357,8
358,0
359,0
360,9
361,2
362,2
363,5
364,2
365,3
366,0
367,0
368,8
369,8
370,8
371,5
372,0
373,5
374,0
375,9
376,0
377,0
378,5
379,8
380,0
381,4
382,6
383,5
384,4
385,2
386,9
387,3
388,9
389,5
390,2
391,0
392,2
393,2
394,2
395,9
396,2
397,2
398,5
399,6
400,4
401,8
402,9
403,8
404,5
