0,4
1,0
2,0
3,9
4,4
5,0
6,2
7,9
8,4
9,4
10,2
11,0
12,4
13,2
14,2
15,5
16,4
17,4
18,4
19,0
20,9
21,5
22,0
23,2
24,0
25,9
26,5
27,4
28,0
29,4
30,0
31,0
32,9
33,4
34,2
35,0
36,0
37,5
38,0
39,7
40,5
41,2
42,7
43,1
44,2
45,2
46,0
47,2
48,4
49,4
50,0
51,9
52,0
53,2
54,7
55,2
56,4
57,4
58,2
59,9
60,0
61,9
62,2
63,4
64,4
65,0
66,9
67,5
68,7
69,4
70,9
71,2
72,4
73,0
74,4
75,0
76,0
77,4
78,7
79,6
80,6
81,0
82,9
83,0
84,0
85,7
86,5
87,4
88,0
89,5
90,6
91,0
92,5
93,3
94,0
95,4
96,9
97,0
98,0
99,6
100,4
101,0
102,7
103,9
104,0
105,0
106,5
107,5
108,2
109,5
110,4
111,2
112,0
113,4
114,4
115,4
116,4
117,2
118,0
119,4
120,0
121,4
122,0
123,2
124,9
125,0
126,5
127,4
128,0
129,4
130,3
131,0
132,6
133,5
134,0
135,2
136,9
137,4
138,7
139,0
140,3
141,6
142,7
143,7
144,3
145,1
146,0
147,2
148,2
149,4
150,0
151,7
152,5
153,0
154,0
155,9
156,7
157,0
158,9
159,4
160,4
161,5
162,0
163,5
164,0
165,2
166,4
167,0
168,4
169,9
170,6
171,9
172,0
173,5
174,5
175,0
176,2
177,9
178,5
179,0
180,4
181,0
182,0
183,2
184,9
185,4
186,4
187,4
188,5
189,9
190,7
191,0
192,2
193,0
194,2
195,7
196,2
197,9
198,0
199,0
200,0
201,0
202,9
203,7
204,9
205,0
206,4
207,5
208,0
209,9
210,4
211,5
212,5
213,0
214,5
215,4
216,2
217,0
218,2
219,6
220,6
221,4
222,4
223,0
224,0
225,2
226,5
227,7
228,0
229,0
230,6
231,4
232,9
233,0
234,2
235,4
236,7
237,5
238,5
239,3
240,0
241,2
242,5
243,0
244,7
245,5
246,4
247,0
248,6
249,0
250,9
251,0
252,0
253,2
254,4
255,0
256,4
257,0
258,0
259,5
260,9
261,4
262,7
263,0
264,9
265,4
266,0
267,2
268,6
269,5
270,2
271,4
